record_num,mode,Rope_S,Touch_S,cur_pos_abs,cur_vel,cur_acc
520,3,443,8,1959401317.0,7.136994824095859,-0.3625011440908291
521,3,443,8,1959404446.0,7.412163795323619,0.6518368444010392
522,3,443,8,1959407595.0,7.657620185528757,0.596891650778625
523,3,443,8,1959410782.0,7.7608260845332095,0.2513219432291976
524,3,443,8,1959414006.0,7.253747503486751,-1.1408870940872688
525,3,443,8,1959418903.0,11.96383194780988,11.507179651189583
526,3,443,8,1959422191.0,7.798943364813663,-9.878871709107822
527,3,443,8,1959425512.0,7.989723290122749,0.4589818767027636
528,3,444,8,1959428876.0,8.216654237130212,0.5542845205900266
529,3,444,8,1959432255.0,8.09813908690932,-0.28403438011090143
530,3,444,8,1959435644.0,7.7543485112650705,-0.786624944949528
531,3,444,8,1959440783.0,6.449326239643653,-6.193637096230865
532,3,444,8,1959444249.0,13.376387250644092,26.73371338487595
533,3,444,8,1959447720.0,7.745905391859536,-12.565018665723594
534,3,444,8,1959451238.0,8.580311375239868,2.0350946989103083
535,3,445,8,1959454796.0,8.380599557477396,-0.47040606283394515
536,3,445,8,1959461947.0,13.40293543396899,17.40829480905415
537,3,445,8,1959463749.0,6.009012408968039,-24.65603507668436
538,3,445,8,1959467392.0,8.855316993335265,6.91872889216447
539,3,445,8,1959471041.0,8.846829650867052,-0.020577164429938687
540,3,445,8,1959474712.0,8.774384536129475,-0.17315753050164198
541,3,445,8,1959478428.0,9.050071805829752,0.6714180803930748
542,3,445,8,1959484068.0,12.659678133361876,8.10220820828069
543,3,445,8,1959487852.0,9.222642998431054,-8.376994720542092
544,3,445,8,1959491663.0,9.118884445205088,-0.24827138731809
545,3,445,8,1959495506.0,9.278557605341929,0.38551564255963056
546,3,445,8,1959499354.0,9.335231529874486,0.1374906983414903
547,3,445,8,1959503216.0,8.655766831249332,-1.5228606942942589
548,3,445,8,1959507116.0,8.636178448867536,-0.0433766066086781
549,3,445,8,1959512989.0,13.251464517725536,10.41363861410263
550,3,445,8,1959516936.0,9.564341029522215,-8.934610199933642
551,3,445,8,1959520919.0,9.520666115005415,-0.10439725802557119
552,3,445,8,1959524903.0,9.571056266681941,0.1210559681181388
553,3,445,8,1959528912.0,9.775005659807,0.4972827318811817
554,3,444,8,1959532953.0,8.996858890599288,-1.7324614399251468
555,3,444,8,1959539039.0,8.082483442654029,-7.077885751628953
556,3,444,8,1959543136.0,14.057643560209423,20.501994422204724
557,3,444,8,1959547272.0,9.436784716313985,-10.543048867097866
558,3,444,8,1959551425.0,9.808516533588604,0.8779527271367759
559,3,444,8,1959555604.0,10.207906596004891,0.9755770405642565
